"","bootstrap_train","bootstrap_test","p_values","p0_values"
"1",365,262,0.367396593673966,0.727493917274939
"2",67,219,0.579075425790754,0.0535279805352798
"3",185,56,0.338199513381995,0.778588807785888
"4",378,68,0.204379562043796,0.912408759124088
"5",70,194,0.452554744525547,0.656934306569343
"6",261,263,0.503649635036496,0.167883211678832
"7",193,380,0.532846715328467,0.0705596107055961
"8",238,195,0.62043795620438,0.0462287104622871
"9",52,1,0.267639902676399,0.878345498783455
"10",293,145,0.642335766423358,0.0267639902676399
"11",60,303,0.562043795620438,0.0754257907542579
"12",241,264,0.632603406326034,0.0656934306569343
"13",144,74,0.418491484184915,0.669099756690998
"14",166,11,0.177615571776156,0.970802919708029
"15",299,399,0.554744525547445,0.0924574209245742
"16",143,263,0.503649635036496,0.167883211678832
"17",391,382,0.474452554744526,0.693430656934307
"18",132,364,0.493917274939173,0.13625304136253
"19",26,300,0.277372262773723,0.78345498783455
"20",260,2,0.367396593673966,0.681265206812652
"21",35,249,0.557177615571776,0.0632603406326034
"22",373,350,0.277372262773723,0.815085158150852
"23",283,199,0.282238442822384,0.851581508515815
"24",47,118,0.523114355231144,0.119221411192214
"25",339,223,0.318734793187348,0.781021897810219
"26",303,27,0.401459854014599,0.690997566909976
"27",145,250,0.223844282238443,0.888077858880779
"28",223,105,0.401459854014599,0.700729927007299
"29",285,59,0.598540145985402,0.0048661800486618
"30",208,107,0.632603406326034,0.0097323600973236
"31",98,271,0.401459854014599,0.671532846715328
"32",384,198,0.479318734793187,0.143552311435523
"33",98,232,0.245742092457421,0.880778588807786
"34",142,214,0.430656934306569,0.669099756690998
"35",227,312,0.467153284671533,0.187347931873479
"36",244,307,0.51338199513382,0.1338199513382
"37",117,93,0.326034063260341,0.805352798053528
"38",195,318,0.330900243309002,0.744525547445255
"39",189,356,0.583941605839416,0.0389294403892944
"40",223,25,0.326034063260341,0.742092457420925
"41",19,238,0.27007299270073,0.912408759124088
"42",26,230,0.542579075425791,0.0997566909975669
"43",370,268,0.311435523114355,0.829683698296837
"44",18,285,0.228710462287105,0.956204379562044
"45",323,239,0.311435523114355,0.778588807785888
"46",17,131,0.59367396593674,0.0145985401459854
"47",369,336,0.177615571776156,1
"48",175,231,0.552311435523114,0.0632603406326034
"49",275,158,0.472019464720195,0.194647201946472
"50",38,341,0.357664233576642,0.732360097323601
"51",51,277,0.557177615571776,0.0705596107055961
"52",60,186,0.639902676399027,0.0267639902676399
"53",32,149,0.618004866180049,0.0048661800486618
"54",263,165,0.277372262773723,0.854014598540146
"55",387,269,0.399026763990268,0.652068126520681
"56",388,336,0.177615571776156,1
"57",17,89,0.201946472019465,0.944038929440389
"58",257,295,0.54014598540146,0.0948905109489051
"59",146,226,0.250608272506083,0.875912408759124
"60",338,75,0.408759124087591,0.688564476885645
"61",298,135,0.257907542579075,0.851581508515815
"62",338,246,0.381995133819951,0.712895377128954
"63",205,157,0.569343065693431,0.0948905109489051
"64",287,242,0.454987834549878,0.153284671532847
"65",213,185,0.248175182481752,0.914841849148418
"66",33,81,0.476885644768856,0.669099756690998
"67",17,242,0.454987834549878,0.153284671532847
"68",72,338,0.313868613138686,0.773722627737226
"69",11,388,0.231143552311436,0.86374695863747
"70",119,89,0.201946472019465,0.944038929440389
"71",350,301,0.452554744525547,0.664233576642336
"72",404,399,0.554744525547445,0.0924574209245742
"73",254,318,0.330900243309002,0.744525547445255
"74",126,234,0.437956204379562,0.659367396593674
"75",301,206,0.45985401459854,0.141119221411192
"76",123,315,0.257907542579075,0.895377128953771
"77",354,378,0.291970802919708,0.815085158150852
"78",239,143,0.299270072992701,0.790754257907543
"79",394,75,0.408759124087591,0.688564476885645
"80",315,125,0.245742092457421,0.871046228710462
"81",96,284,0.272506082725061,0.905109489051095
"82",134,240,0.527980535279805,0.1338199513382
"83",165,14,0.537712895377129,0.1338199513382
"84",153,363,0.454987834549878,0.119221411192214
"85",104,46,0.525547445255474,0.0997566909975669
"86",11,354,0.384428223844282,0.763990267639903
"87",200,85,0.240875912408759,0.873479318734793
"88",175,293,0.394160583941606,0.669099756690998
"89",67,209,0.591240875912409,0.177615571776156
"90",118,116,0.309002433090024,0.793187347931874
"91",60,191,0.352798053527981,0.744525547445255
"92",209,214,0.430656934306569,0.669099756690998
"93",209,101,0.316301703163017,0.800486618004866
"94",78,156,0.48661800486618,0.197080291970803
"95",149,13,0.192214111922141,0.963503649635037
"96",123,340,0.503649635036496,0.145985401459854
"97",158,336,0.177615571776156,1
"98",3,336,0.177615571776156,1
"99",99,331,0.236009732360097,0.902676399026764
"100",279,334,0.330900243309002,0.812652068126521
"101",302,223,0.318734793187348,0.781021897810219
"102",327,189,0.576642335766423,0.121654501216545
"103",204,328,0.313868613138686,0.785888077858881
"104",338,373,0.184914841849148,1
"105",333,160,0.299270072992701,0.78345498783455
"106",162,121,0.250608272506083,0.885644768856448
"107",175,49,0.581508515815085,0.0340632603406326
"108",271,93,0.326034063260341,0.805352798053528
"109",256,178,0.418491484184915,0.70316301703163
"110",261,326,0.253041362530414,0.854014598540146
"111",336,210,0.423357664233577,0.165450121654501
"112",163,315,0.257907542579075,0.895377128953771
"113",166,28,0.384428223844282,0.717761557177616
"114",388,303,0.562043795620438,0.0754257907542579
"115",97,410,0.250608272506083,0.861313868613139
"116",47,80,0.204379562043796,0.953771289537713
"117",27,249,0.557177615571776,0.0632603406326034
"118",158,256,0.245742092457421,0.854014598540146
"119",245,175,0.476885644768856,0.158150851581509
"120",58,115,0.559610705596107,0.116788321167883
"121",284,323,0.226277372262774,0.868613138686131
"122",372,324,0.48661800486618,0.13625304136253
"123",220,196,0.316301703163017,0.827250608272506
"124",341,348,0.364963503649635,0.749391727493917
"125",367,135,0.257907542579075,0.851581508515815
"126",246,361,0.367396593673966,0.739659367396594
"127",113,132,0.274939172749392,0.834549878345499
"128",254,51,0.330900243309002,0.805352798053528
"129",36,13,0.192214111922141,0.963503649635037
"130",97,215,0.411192214111922,0.688564476885645
"131",99,90,0.184914841849148,0.963503649635037
"132",251,136,0.316301703163017,0.790754257907543
"133",239,112,0.501216545012166,0.148418491484185
"134",278,210,0.423357664233577,0.165450121654501
"135",188,322,0.532846715328467,0.121654501216545
"136",210,354,0.384428223844282,0.763990267639903
"137",285,302,0.527980535279805,0.0754257907542579
"138",370,381,0.352798053527981,0.771289537712895
"139",217,61,0.32360097323601,0.81021897810219
"140",392,126,0.610705596107056,0.0340632603406326
"141",81,392,0.474452554744526,0.1338199513382
"142",27,262,0.367396593673966,0.727493917274939
"143",381,112,0.501216545012166,0.148418491484185
"144",185,141,0.447688564476886,0.652068126520681
"145",316,345,0.326034063260341,0.776155717761557
"146",234,318,0.330900243309002,0.744525547445255
"147",134,190,0.420924574209246,0.661800486618005
"148",267,388,0.231143552311436,0.86374695863747
"149",209,106,0.476885644768856,0.1338199513382
"150",128,161,0.598540145985402,0.0267639902676399
"151",299,216,0.661800486618005,0.0072992700729927
"152",272,365,0.454987834549878,0.167883211678832
"153",8,13,0.192214111922141,0.963503649635037
"154",232,314,0.423357664233577,0.708029197080292
"155",351,276,0.5669099756691,0.0608272506082725
"156",34,236,0.472019464720195,0.16301703163017
"157",224,185,0.248175182481752,0.914841849148418
"158",322,288,0.204379562043796,0.922141119221411
"159",63,279,0.199513381995134,0.961070559610706
"160",358,264,0.632603406326034,0.0656934306569343
"161",36,180,0.542579075425791,0.13625304136253
"162",166,360,0.450121654501217,0.175182481751825
"163",68,252,0.209245742092457,0.922141119221411
"164",307,244,0.391727493917275,0.715328467153285
"165",29,331,0.236009732360097,0.902676399026764
"166",308,11,0.177615571776156,0.970802919708029
"167",276,155,0.571776155717762,0.121654501216545
"168",99,221,0.437956204379562,0.639902676399027
"169",45,107,0.632603406326034,0.0097323600973236
"170",118,84,0.347931873479319,0.822384428223844
"171",5,154,0.496350364963504,0.158150851581509
"172",379,217,0.233576642335766,0.909975669099757
"173",387,320,0.326034063260341,0.776155717761557
"174",330,30,0.236009732360097,0.929440389294404
"175",279,124,0.425790754257908,0.596107055961071
"176",197,327,0.501216545012166,0.109489051094891
"177",124,349,0.423357664233577,0.654501216545012
"178",81,296,0.209245742092457,0.880778588807786
"179",288,297,0.600973236009732,0.0754257907542579
"180",63,89,0.201946472019465,0.944038929440389
"181",280,127,0.403892944038929,0.659367396593674
"182",399,28,0.384428223844282,0.717761557177616
"183",398,291,0.187347931873479,0.917274939172749
"184",49,110,0.291970802919708,0.841849148418491
"185",181,344,0.309002433090024,0.768856447688564
