"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"	"V19"	"V20"	"V21"	"V22"	"V23"	"V24"	"V25"	"V26"	"V27"	"V28"	"V29"	"V30"	"V31"	"V32"	"V33"	"V34"	"V35"	"V36"	"V37"	"V38"	"V39"	"V40"	"V41"	"V42"	"V43"	"V44"	"V45"	"V46"	"V47"	"V48"	"V49"	"V50"	"V51"	"V52"	"V53"	"V54"	"V55"	"V56"	"V57"	"V58"	"V59"	"V60"	"V61"	"V62"	"V63"	"V64"	"V65"	"V66"	"V67"	"V68"	"V69"	"V70"	"V71"	"V72"	"V73"	"V74"	"V75"	"V76"	"V77"	"V78"	"V79"	"V80"	"V81"	"V82"	"V83"	"V84"	"V85"	"V86"	"V87"	"V88"	"V89"	"V90"	"V91"	"V92"	"V93"	"V94"	"V95"	"V96"	"V97"	"V98"	"V99"	"V100"
"1"	0.653633834628498	0.656345294803775	0.602548902886987	0.312024230686713	0.450702153025462	0.573029290618286	0.794201730721664	0.244328763224004	0.690854765180996	0.580617056870383	0.543289625262229	0.650823156938942	0.680456593457009	0.724962843850456	0.439251935626151	0.45046566280616	0.865190756115967	0.686137138823077	0.567746494619563	0.300694229069423	0.65731868241928	0.853837817292778	0.706836731292461	0.744435427545701	0.839022205050357	0.680392790953976	0.575417646103512	0.64657660243631	0.915223557578772	0.713546948197015	0.370202995946123	0.942384064713474	0.675251525370991	0.426848414117527	0.440243643382977	0.624095891200387	0.761268209546315	0.619420949786091	0.845644931267781	0.502655435858559	0.667524504177412	0.444658990017077	0.785386987809756	0.771367566621597	0.474454634304091	0.540365138242628	0.661815395089937	0.865316189875676	0.333052018090276	1.01666679525524	0.78204070561574	0.342239288100732	0.741622975153954	0.612565547855111	0.540379745271926	0.574504714556387	0.835656921230391	0.708495873269978	0.312832683147573	0.939691581241935	0.648931459066634	0.548563335125721	0.618576154771711	0.697424505501307	0.896066679718298	0.615573378979734	0.610629658297427	0.438937352805861	0.271068505639036	0.860348797912025	0.420157381373916	0.561480004986209	0.839419584604181	0.590694930822522	0.560794263059697	0.546740106370314	0.462760674326934	0.636363521040371	0.822823419019641	0.536178556845895	0.615640693820234	0.423562702630036	0.751295755811527	0.563010232115405	0.993157822980723	0.860743209309427	0.513691323345207	0.656925295063001	0.39045346513319	0.733629431361458	0.83854227710147	0.945331929466258	0.644880554679297	0.42948920914739	0.803467580780692	0.601850937298322	0.795696080890169	0.466553074812617	0.847826270098059	0.594570739864507
"2"	0.3855916772755	0.579170833226246	0.674470811449994	0.743034515657074	0.564399972386819	0.636967912401829	0.257064529903099	0.572188424475434	0.890182931003126	0.814347634516918	0.426695828710786	0.650823156938942	1.00740113342595	0.640702413484718	0.675502799156053	0.62245905880169	0.356052334383647	0.843448592871681	0.819644437066781	0.608019412065685	0.474138436578664	0.671418234868449	0.261644867323991	0.478075877014701	0.574037391633581	0.487958413425382	0.798402095855484	0.715645636467495	0.910987809457544	0.491901567692173	0.732781657709698	0.912926590010377	0.391412526451234	0.868705141419669	0.746999584116422	0.442635184088246	0.82366236723714	0.554078939367461	0.710912099714946	0.543728937707878	0.553900839634996	0.825026828344362	0.77384503767791	0.608003184496989	0.964465755400819	0.88545535972686	0.854597832653395	0.893950077565193	0.854523939862694	0.791989801474662	0.537934873610679	0.808362197802568	0.452149047676162	1.00767532973379	0.519265723312093	0.525104195646278	0.688058471893179	0.824739760968658	0.370298929693678	0.526811282619778	0.664742874601655	0.387658769915099	0.353270372091799	0.451257854483905	0.645697047245312	0.695375823585843	0.83768996338411	0.589357153245544	0.615374596964953	1.00128478549106	0.674353772715954	0.668165682890793	0.72348877296179	0.424828015986845	0.854632467699739	0.781899389070923	0.641828672504873	0.445115849034353	0.669110078811482	0.677928918014675	0.592932274384833	0.773569588072035	0.750788662286437	0.884686165170298	0.672991703801486	0.916849964263846	0.36033288365134	0.993281003375458	0.541441349502466	0.949994176124074	1.03447441852124	0.960249939672857	0.480849835962596	0.801943420808532	0.422027162304365	0.616841507726323	0.85026894558897	0.623763806675692	0.824301790742035	0.657024414834847
"3"	0.56028380831882	0.806881523088323	0.76013460306743	0.490141340426003	0.641834821496509	0.290629522562319	0.769125888295885	0.400581506143893	0.862740009102945	0.639157513454181	0.828294746808556	0.775251362784483	0.815212249960172	0.424014368871576	0.506713998946323	0.636211558073828	0.571774430119396	0.40495663098423	0.566633183266401	0.599357212045722	0.813756164364045	0.630513110271026	0.560526772339465	0.660003045466565	0.576301739458372	0.619908175131354	0.652107466341835	0.604719550495722	1.0141754326751	0.813661586248702	0.4996550452546	0.49247889832601	0.787472132977239	0.653026737235349	0.568257190896268	0.564927666303339	0.690711933928373	0.680955206957654	0.904450832561364	0.665478662774899	0.638938273328327	0.443143115313653	0.905835200783839	0.628258835074977	0.616124503012299	0.893384803407505	0.433759290422069	0.672897868631048	0.827720395207201	0.934823880171271	0.518752443821565	0.759885346251804	0.54816749690161	0.847498030159442	0.479880363097714	0.398279322907743	0.423185168688211	0.390933289895765	0.517194287662494	0.802971317371064	0.838050301184394	0.639509375585679	0.361328204717759	0.702229291628656	0.425287618387496	0.803499508027325	0.525825224718096	0.855527873682528	0.61516291972034	0.78130608559582	0.513318569437976	0.758895301061571	0.504970235224174	0.486638280193989	0.661564888172223	0.679469885604979	0.856800137609827	0.41583304702053	0.655867085423568	0.406755604330784	0.814056801260195	0.399036654477547	0.595048466682682	0.497069434450991	0.975384894482585	0.720098741997779	0.777236761992008	0.812933694420064	0.558689604796977	0.768183717104615	0.459701653033596	0.743018581025722	0.467714754502462	0.520192143548563	0.877654391081435	0.662190977778794	0.768268482771568	0.685901268837347	0.6189620344056	0.577813205178231
"4"	0.263261390022389	0.780414020388803	0.578052215064905	0.732218624936915	0.433982149761518	0.550595603376331	0.736777799289405	0.346878207640095	1.04898446928181	0.473184405395093	0.837598087778824	0.883762247990586	0.603452108249318	0.425361850948598	0.747704571129497	0.602430993658788	0.454990003074144	0.343958964289275	0.778193330217199	0.526841247853517	0.658035783198766	0.625274155825859	0.660827728387192	0.769025821376112	0.50006955430523	0.48020921724842	0.806720097376039	0.900412075103984	0.927093507112842	0.497212329809935	0.471115596830718	0.576342827073677	0.480533739872491	0.567461416726429	0.746999584116422	0.314449627894045	0.855534793273704	0.763755187744382	0.750362754469247	0.803089269126883	0.797034144116746	0.613067877835684	0.699111630461265	0.73320163003821	0.976755598611475	1.01081348037867	0.452406467437277	0.660741125314665	0.76178386951725	1.01928759443569	0.577215247477561	0.835496331513934	0.4616677457698	0.411956942561156	0.341003158428494	0.642418707319361	0.357048534611226	0.573008628380263	0.486009351713824	0.894347322032551	0.790623234512862	0.679751533572631	0.73502142193728	0.682107577926229	0.889013938552121	0.789194293840384	0.32398187218896	0.338826168250896	0.509103375382092	0.552338231018762	0.692734529141218	0.64354809529218	0.747424768237744	0.528968171166353	0.600741703087012	0.730272964784089	0.508614758881271	0.627859811867377	0.791673307083323	0.387658769915099	0.83777947351326	0.399333255188312	0.474196699370504	0.572684822657335	0.630553794896375	0.779566498879065	0.661946575164492	0.408435549525117	0.925934884705547	0.774158624803844	0.693636940902486	0.698950724026867	0.835975647633495	0.638079115241566	0.806047142261676	0.297991452893331	0.866813149713411	0.475613610451802	0.465295203132313	0.520161795276521
"5"	0.501956162614094	0.776967594355854	0.456756087052485	0.696067892400236	0.459143277698865	0.297872232463316	0.724927457701227	0.415889988351379	1.0419649438861	0.543783373202604	0.522021151606964	1.07964331738566	0.874861945571729	0.5149995848865	0.621173807864056	0.446903292392754	0.505477990428982	0.705652037943216	0.57399613899133	0.468022643358775	0.343649024064608	0.48377515091926	0.571884857917901	0.592166327864878	0.876869352005789	0.606449823920568	0.7577321028619	0.445753779636199	0.483893426872322	0.956626310992803	0.549878345498784	0.528307462291826	0.560959621121478	0.613827031575191	0.556630166992772	0.339390621912103	0.942492944039474	0.56902757772463	0.891883766702458	0.644926452453412	0.43260222034127	0.339936724020886	0.537978891466077	0.350595805723245	0.792577597146385	0.839149198856769	0.660857588884186	0.496994000891947	0.876765827377535	0.864357870839583	0.70575270237032	0.387225850581182	0.405993229773036	0.757526340718271	0.700532773923213	0.659485598859802	0.691123208024052	0.771815120993028	0.275566467101857	0.875599205064765	0.511859536876132	0.810607351345291	0.281853640413542	0.883284288726957	0.758845894915753	0.696688467094307	0.484553609720762	0.529844110420692	0.750081312368154	0.770323115759638	0.511828694532354	0.392494953779624	0.438460554868414	0.753763278675826	0.64135809988538	0.757192835262154	0.686631627276187	0.41093058569891	0.572367729036137	0.508203336706042	0.598467610451267	0.533707045795391	0.930210760850371	0.465765714346667	0.793085340666048	1.02196539381815	0.380957983699297	0.551107870418928	0.821510546990677	0.710362290066368	0.6325534948181	0.873733434628311	0.73307243340925	0.438829443924577	0.400123115536189	0.541554318707206	0.892960612958351	0.880982442926231	0.755157352938948	0.595552318141865
"6"	0.300982841021885	0.972631604700647	0.423408933141234	0.535309296540686	0.651065673378283	0.710801061338079	0.423194494569291	0.523233167065403	0.675581668160749	0.454469260491939	0.916740191903003	1.009344359149	0.973611038853796	0.766561091654598	0.766370574528673	0.488871505521271	0.92112088254517	0.586951555874848	0.398100917866631	0.462607137270841	0.793513185702044	0.431871765871656	0.726811409675087	0.772760525434552	0.551211698679347	0.625614901271164	0.467849744423054	0.55994912014399	1.05380609153218	1.11736861345061	0.680166533853794	0.810746097914479	0.473155212570672	0.704596993784887	0.697690420580582	0.464841196460895	0.515191132819155	0.831518972518825	0.530726040273135	0.566560045714207	0.699718225234801	0.527776804104665	0.803978264581076	0.638969156770674	0.559466112001393	0.862282436153076	0.540193476061948	0.782729258406805	0.612478564303956	0.769169503135484	0.30338593578134	0.719662897444168	0.569135071288472	0.666050709699512	0.735474995602293	0.543609160431899	0.772098863874571	0.77003871855298	0.677098834541836	0.566284824601704	0.455834940977603	0.555938442894315	0.766787590944579	0.507865410979422	0.361022244348012	0.789194293840384	0.733363093817345	0.726917287824148	0.728592995635432	0.771843244313228	0.501322833791888	0.662432311344507	0.508203336706042	0.723434221087771	0.71525949869174	0.429300791327284	0.519922740730295	0.509521816583183	0.531573098207677	1.05860388894438	0.682208823965168	0.659680062815568	0.645162009625146	0.796920248492831	1.01909397916289	0.655984414331419	0.818861619780847	0.62699806220912	0.830996718217954	0.862980137779315	0.577037449202629	0.707481330829622	0.556314563714141	0.483807781656422	0.960658796676815	0.56938118975927	0.553640711139559	0.432374085881635	0.78419766021451	0.497957894914176
"7"	0.713862144771893	0.82572255227701	0.761662111968681	0.510284200548048	0.546537952299142	0.23715660174193	0.284986758875419	0.275623748496666	0.635482251039562	0.566629700739884	0.786845414109175	0.834494310299624	0.824301790742034	0.743220394446254	0.832996125261326	0.512645389691639	0.441657782498086	0.591476127939072	0.732426108419082	0.361289973841302	0.866366838804091	0.730345919261373	0.737645056766534	0.755261870095091	0.48397090234133	0.752259078724002	0.598793951159862	0.933252057652962	0.552009449724239	0.751752635007106	0.470709128471993	0.586134029688716	0.585699570625942	0.723652403909789	0.861515457001923	0.941680233286753	0.705976349707664	0.329771224050217	0.691788154476344	0.724450937449463	0.680253564721283	0.504403289884127	0.452781427325469	0.495100441055634	0.542769979399408	0.563896281094191	0.556083953758399	0.425677194913507	0.934348809534478	0.831452522008035	0.651689737811368	0.414021088254557	0.436430613105415	0.46345947726073	0.828702032865993	0.300398770942325	0.854530867583258	0.535725686150938	0.677098834541836	0.608784861266411	0.79532399714665	0.562350920043977	0.854694807246272	0.563304568934396	0.573745121512783	0.755789460937693	0.719794500968063	0.861524618989736	0.451568224208219	0.762819317449687	0.175958002255616	0.918778522472299	0.458919737337317	0.663471127337655	0.990290555718839	0.573597210491658	0.366172638844231	0.356091127587243	0.691722544419919	0.664603339056906	0.54458113531535	0.657414741266757	0.860866998871885	0.475580417492818	0.682555839225816	0.961496512627391	0.411693403556454	0.657075470700152	0.621888164090864	0.864713941889023	0.749415426048007	0.545782823229235	0.334205381872659	0.549016399133796	0.42764282636129	0.580817542084811	0.510991385867779	0.418019689166503	0.490961957462738	0.716778024922072
"8"	0.840450952964251	0.564267097520808	0.52564506017246	0.797954615752303	0.570184667136856	0.460914854076506	0.757474240170006	0.262006630189232	0.747593718359165	0.766169707895027	0.887858964902028	0.769569618012953	0.57850265074872	0.674409368647177	0.719725960468813	0.35926890088051	0.828685364266752	0.626298986753251	0.291869406562102	0.616034818745589	0.336001422282959	0.821556184664058	0.728051117491174	0.661699100100885	0.695560253465198	0.944015936041584	0.658011792467019	0.734693816024943	0.849177466347373	1.04382303251418	0.618474063704159	0.528307462291826	0.756762709040968	0.570668976872034	0.546851980953892	0.896885520238713	0.879348042694103	0.502969399309445	0.999740476187281	0.682541383779061	0.504899890411516	0.362511362084251	0.902342962574744	0.813477248584977	0.691628397380633	0.423804892842881	0.509440479933913	0.296710648132017	0.587559755948218	0.907558886502803	0.864898767116039	0.605368575119794	0.498247095550585	0.560502128615931	0.467512196539481	0.666201790309426	0.626443904302842	0.621418368867339	0.579987967453312	0.770463994399527	0.51293015636378	0.691896540069013	0.789576763836808	0.783512916407799	0.562561422741524	0.750786033966944	0.609973291324656	0.332980911371018	0.69912009819511	0.531780941129513	0.463582936469921	0.6069734709511	0.943189892531169	0.467845526577601	0.445713935722856	0.508312046625295	0.607363473221551	0.728015881451476	0.978390647969802	0.828349539630263	0.851556018619787	0.475505724863376	0.593374740115441	0.39755033166045	0.739184335443898	0.543365895043574	0.784006394944929	0.718079025836402	0.620283682296993	0.570118907680779	0.738030177411795	0.687938007952835	0.770223204382929	0.561423770525086	0.911544332338064	0.520969214933797	0.905911443028869	0.686674734387839	0.354764216676032	0.738690298722974
"9"	0.900477819568252	0.793535566591319	0.613380016616329	0.888920707927367	0.466768731961952	0.823626429840631	0.592572735837874	0.567666548193375	0.820421696960069	0.689150290008549	0.647208044413278	0.765071736511725	0.695608480905261	0.479184916746449	0.627196306550656	0.720556231976512	0.559120346535172	0.610833214985258	0.603520775060377	0.362489587668393	0.908063184947222	0.914984199723811	0.710167811073716	0.69028326284535	0.503506607020979	0.619854057894221	0.946304169322453	0.689124518977861	1.10123958906161	0.80127630483378	0.848321881075708	0.831518972518826	0.787472132977239	0.567461416726429	0.523572480886154	0.632612764295374	0.770653499571212	0.834321671062912	0.828292364429737	0.757138105495562	0.638938273328327	0.320786718690038	0.77384503767791	0.560512690344405	0.975136020442969	0.794929398228721	0.477493529840064	0.896322097348111	0.526650190277749	0.908771338312859	0.7906057630863	0.666388372008604	0.352084184212355	0.6204586291739	0.790131391096979	0.713082194035039	0.613968464895683	0.535725686150938	0.609371270387099	0.971663368484893	0.509800586576182	0.797130695050468	0.596092159305401	0.88843441830581	0.756473213796829	0.525318354442192	0.479740531822449	0.861524618989736	0.457131795907214	0.718221909638283	0.47603661780111	0.611466069104341	0.775096079075681	0.682177005400688	0.758528578782027	0.838975165429035	0.357418633365685	0.429038707118257	0.630340953953656	0.855903757083104	0.483420149432247	0.706498849199945	0.762987445012884	0.98099904709545	0.739096234173991	0.78275698959802	0.780401377580276	0.768029573741795	0.753367865624382	0.83457706987072	0.696702629012147	0.719311836999824	0.478529698313754	0.341662214058363	0.416416326545719	0.510670761972324	0.770894155184434	0.690600505044229	0.353906584079657	0.836032297384082
"10"	0.652101414216131	0.528251432030774	0.564399972386819	0.531584234710023	0.430122789519654	0.689101610585924	0.510191382224255	0.668295616465402	0.651183867394798	0.449276952310464	0.736702803184905	0.858277463640214	0.677340683139285	0.804135332810116	0.737508611645886	0.305149973190197	0.344652447979577	0.374732726933997	0.614614144088201	0.326807860241645	0.666785054696203	0.652745650361703	0.520192143548563	0.830417106571266	0.887163034683606	0.48084162830309	0.885397414723959	0.687286563589055	1.00008583525862	0.910976978792566	0.551222438417654	0.913281010482122	0.473042594800511	0.573129147600942	0.591629575284939	0.875968728476833	0.563945270823756	0.832846869336488	0.752413830273806	0.29662417750471	0.446810556917081	0.358405530240438	0.93030621701342	0.516843150608224	0.912399026712084	0.711641745590274	0.591309292180988	0.810685247079559	0.850382657464951	0.893086565526255	0.469315252720541	0.754001473819624	0.609491074619496	0.61245601099632	0.554623569289435	0.65754679926891	0.709759231734759	0.394955792718928	0.310025701921099	0.545912967772034	0.738270775796033	0.581642540894504	0.705341565520204	0.568590459238963	0.713129236503861	0.830027304085187	0.857009695423717	0.666761378771943	0.60691494899502	0.941336505402676	0.495598399905634	0.813261326364065	0.395534936377785	0.676880222332273	0.503436057696487	0.848473066210537	0.642965235083337	0.734263947377372	0.817667888826612	0.610212639876227	0.696328657812233	0.558375165549343	0.770645817835419	0.800606168212573	1.06815700315094	0.880247450451138	0.277699327666191	0.729480804413354	0.600639866033308	0.490117183830901	0.800285684136768	0.690703363113964	0.523478249108951	0.834437556135497	0.706702714752167	0.732900135809595	0.605733549478263	0.43011361386043	0.512891683620362	0.852463915436285
