"","bootstrap_train","bootstrap_test","p_values","p0_values"
"1",48,318,0.515815085158151,0.172749391727494
"2",283,140,0.508515815085158,0.18978102189781
"3",70,287,0.238442822384428,0.909975669099757
"4",18,338,0.603406326034063,0.141119221411192
"5",250,37,0.562043795620438,0.182481751824818
"6",110,193,0.221411192214112,0.987834549878346
"7",31,24,0.418491484184915,0.742092457420925
"8",215,5,0.615571776155718,0.121654501216545
"9",326,66,0.591240875912409,0.0924574209245742
"10",355,43,0.62043795620438,0.167883211678832
"11",367,332,0.340632603406326,0.834549878345499
"12",74,95,0.364963503649635,0.790754257907543
"13",143,137,0.659367396593674,0.0924574209245742
"14",384,197,0.223844282238443,0.965936739659367
"15",44,101,0.598540145985402,0.180048661800487
"16",139,187,0.618004866180049,0.141119221411192
"17",106,245,0.333333333333333,0.880778588807786
"18",87,34,0.386861313868613,0.727493917274939
"19",50,274,0.445255474452555,0.734793187347932
"20",218,263,0.484184914841849,0.712895377128954
"21",263,51,0.21654501216545,0.970802919708029
"22",308,192,0.245742092457421,0.914841849148418
"23",366,215,0.32360097323601,0.854014598540146
"24",311,409,0.542579075425791,0.18978102189781
"25",273,188,0.372262773722628,0.824817518248175
"26",30,164,0.326034063260341,0.878345498783455
"27",14,363,0.476885644768856,0.233576642335766
"28",240,334,0.389294403892944,0.739659367396594
"29",166,372,0.333333333333333,0.873479318734793
"30",205,304,0.67639902676399,0.0656934306569343
"31",367,10,0.644768856447689,0.0778588807785888
"32",115,392,0.523114355231144,0.175182481751825
"33",386,358,0.29683698296837,0.861313868613139
"34",228,28,0.306569343065693,0.875912408759124
"35",43,62,0.700729927007299,0.0024330900243309
"36",7,89,0.37712895377129,0.768856447688564
"37",4,300,0.40632603406326,0.834549878345499
"38",254,120,0.569343065693431,0.150851581508516
"39",90,3,0.479318734793187,0.708029197080292
"40",325,61,0.265206812652068,0.941605839416058
"41",7,169,0.287104622871046,0.914841849148418
"42",249,207,0.642335766423358,0.119221411192214
"43",215,177,0.309002433090024,0.858880778588808
"44",149,209,0.289537712895377,0.844282238442822
"45",165,117,0.343065693430657,0.861313868613139
"46",234,3,0.479318734793187,0.708029197080292
"47",193,122,0.372262773722628,0.822384428223844
"48",228,282,0.289537712895377,0.861313868613139
"49",253,410,0.282238442822384,0.8661800486618
"50",261,249,0.637469586374696,0.097323600973236
"51",49,58,0.664233576642336,0.0705596107055961
"52",356,342,0.328467153284672,0.873479318734793
"53",401,402,0.48661800486618,0.715328467153285
"54",403,369,0.491484184914842,0.209245742092457
"55",68,166,0.530413625304136,0.744525547445255
"56",342,276,0.54014598540146,0.158150851581509
"57",376,132,0.70316301703163,0.0632603406326034
"58",111,84,0.515815085158151,0.201946472019465
"59",166,272,0.484184914841849,0.734793187347932
"60",305,10,0.644768856447689,0.0778588807785888
"61",146,7,0.547445255474453,0.145985401459854
"62",21,21,0.506082725060827,0.231143552311436
"63",252,394,0.469586374695864,0.737226277372263
"64",225,135,0.289537712895377,0.875912408759124
"65",325,129,0.306569343065693,0.841849148418491
"66",298,186,0.289537712895377,0.907542579075426
"67",388,343,0.27007299270073,0.922141119221411
"68",331,314,0.632603406326034,0.155717761557178
"69",276,231,0.287104622871046,0.91970802919708
"70",256,275,0.659367396593674,0.0656934306569343
"71",240,304,0.67639902676399,0.0656934306569343
"72",346,86,0.267639902676399,0.902676399026764
"73",241,53,0.596107055961071,0.143552311435523
"74",290,280,0.313868613138686,0.83698296836983
"75",82,147,0.474452554744526,0.727493917274939
"76",316,86,0.267639902676399,0.902676399026764
"77",368,90,0.442822384428224,0.742092457420925
"78",406,371,0.250608272506083,0.970802919708029
"79",49,333,0.357664233576642,0.817518248175182
"80",349,305,0.710462287104623,0.0340632603406326
"81",348,379,0.369829683698297,0.773722627737226
"82",13,119,0.37956204379562,0.83698296836983
"83",117,122,0.372262773722628,0.822384428223844
"84",59,156,0.236009732360097,0.948905109489051
"85",3,223,0.369829683698297,0.817518248175182
"86",177,282,0.289537712895377,0.861313868613139
"87",5,363,0.476885644768856,0.233576642335766
"88",171,362,0.518248175182482,0.192214111922141
"89",337,52,0.62043795620438,0.116788321167883
"90",49,292,0.24330900243309,0.951338199513382
"91",370,346,0.245742092457421,0.948905109489051
"92",249,388,0.304136253041363,0.839416058394161
"93",344,32,0.70316301703163,0.0632603406326034
"94",76,6,0.262773722627737,0.939172749391727
"95",3,393,0.352798053527981,0.849148418491484
"96",62,212,0.211678832116788,0.97323600973236
"97",23,298,0.666666666666667,0.0656934306569343
"98",325,237,0.705596107055961,0.0389294403892944
"99",77,403,0.223844282238443,1
"100",337,359,0.683698296836983,0.0948905109489051
"101",171,89,0.37712895377129,0.768856447688564
"102",316,228,0.671532846715328,0.0681265206812652
"103",323,179,0.389294403892944,0.800486618004866
"104",340,323,0.294403892944039,0.875912408759124
"105",395,409,0.542579075425791,0.18978102189781
"106",9,359,0.683698296836983,0.0948905109489051
"107",72,244,0.705596107055961,0.0632603406326034
"108",124,1,0.362530413625304,0.805352798053528
"109",25,382,0.248175182481752,0.948905109489051
