"","bootstrap_train","bootstrap_test","p_values","p0_values"
"1",398,73,0.598540145985402,0.0559610705596107
"2",274,249,0.330900243309002,0.819951338199513
"3",283,171,0.661800486618005,0.048661800486618
"4",80,143,0.64963503649635,0.0340632603406326
"5",147,42,0.4330900243309,0.199513381995134
"6",270,289,0.277372262773723,0.907542579075426
"7",389,68,0.231143552311436,1
"8",282,53,0.272506082725061,0.902676399026764
"9",361,21,0.250608272506083,1
"10",373,271,0.355231143552311,0.856447688564477
"11",62,180,0.664233576642336,0.0145985401459854
"12",396,266,0.581508515815085,0.0632603406326034
"13",203,292,0.673965936739659,0.0121654501216545
"14",211,327,0.374695863746959,0.815085158150852
"15",50,228,0.328467153284672,0.844282238442822
"16",24,267,0.698296836982968,0.0194647201946472
"17",395,353,0.326034063260341,0.871046228710462
"18",21,393,0.472019464720195,0.18978102189781
"19",322,110,0.345498783454988,0.812652068126521
"20",20,338,0.274939172749392,0.94647201946472
"21",391,90,0.335766423357664,0.851581508515815
"22",21,308,0.450121654501217,0.121654501216545
"23",281,179,0.515815085158151,0.1338199513382
"24",285,33,0.413625304136253,0.194647201946472
"25",170,267,0.698296836982968,0.0194647201946472
"26",286,198,0.399026763990268,0.211678832116788
"27",281,108,0.474452554744526,0.141119221411192
"28",300,250,0.498783454987835,0.167883211678832
"29",6,137,0.413625304136253,0.793187347931874
"30",21,13,0.416058394160584,0.238442822384428
"31",40,6,0.690997566909976,0.0194647201946472
"32",50,177,0.627737226277372,0.0267639902676399
"33",253,273,0.67639902676399,0.0048661800486618
"34",49,34,0.588807785888078,0.0632603406326034
"35",155,100,0.48661800486618,0.199513381995134
"36",307,174,0.338199513381995,0.805352798053528
"37",86,159,0.364963503649635,0.846715328467153
"38",15,262,0.496350364963504,0.13625304136253
"39",356,15,0.549878345498783,0.0875912408759124
"40",125,297,0.394160583941606,0.206812652068127
"41",15,332,0.396593673965937,0.773722627737226
"42",92,367,0.467153284671533,0.204379562043796
"43",269,122,0.228710462287105,0.980535279805353
"44",291,194,0.430656934306569,0.231143552311436
"45",183,49,0.654501216545012,0.0413625304136253
"46",375,94,0.291970802919708,0.905109489051095
"47",346,302,0.289537712895377,0.880778588807786
"48",338,139,0.352798053527981,0.827250608272506
"49",306,163,0.48661800486618,0.128953771289538
"50",149,198,0.399026763990268,0.211678832116788
"51",356,231,0.671532846715328,0.0145985401459854
"52",355,126,0.625304136253041,0.0778588807785888
"53",163,224,0.335766423357664,0.846715328467153
"54",244,32,0.479318734793187,0.153284671532847
"55",17,104,0.510948905109489,0.111922141119221
"56",96,93,0.326034063260341,0.851581508515815
"57",233,214,0.564476885644769,0.097323600973236
"58",303,121,0.564476885644769,0.0900243309002433
"59",82,346,0.464720194647202,0.204379562043796
"60",343,330,0.277372262773723,0.885644768856448
"61",289,12,0.656934306569343,0.0535279805352798
"62",383,1,0.630170316301703,0.0291970802919708
