"","bootstrap_train","bootstrap_test","p_values","p0_values"
"1",376,52,0.394160583941606,0.654501216545012
"2",385,239,0.554744525547445,0.024330900243309
"3",118,99,0.440389294403893,0.0924574209245742
"4",341,296,0.277372262773723,0.802919708029197
"5",264,60,0.199513381995134,0.91970802919708
"6",213,63,0.462287104622871,0.114355231143552
"7",303,107,0.510948905109489,0.10705596107056
"8",56,319,0.180048661800487,0.956204379562044
"9",270,175,0.228710462287105,0.871046228710462
"10",290,25,0.413625304136253,0.172749391727494
"11",188,48,0.211678832116788,0.91970802919708
"12",295,198,0.340632603406326,0.727493917274939
"13",384,402,0.24330900243309,0.985401459854015
"14",105,333,0.391727493917275,0.688564476885645
"15",190,223,0.630170316301703,0.0145985401459854
"16",386,30,0.525547445255474,0.0340632603406326
"17",402,192,0.170316301703163,0.980535279805353
"18",49,140,0.318734793187348,0.795620437956204
"19",195,283,0.588807785888078,0.0194647201946472
"20",230,211,0.177615571776156,0.985401459854015
"21",371,212,0.199513381995134,0.89051094890511
"22",57,224,0.571776155717762,0.0218978102189781
"23",406,184,0.29683698296837,0.781021897810219
"24",389,35,0.352798053527981,0.700729927007299
"25",34,382,0.172749391727494,0.968369829683698
"26",211,7,0.37956204379562,0.698296836982968
"27",160,170,0.423357664233577,0.16301703163017
"28",372,94,0.318734793187348,0.739659367396594
"29",184,41,0.37956204379562,0.683698296836983
"30",343,198,0.340632603406326,0.727493917274939
"31",303,267,0.576642335766423,0.0218978102189781
"32",333,378,0.267639902676399,0.759124087591241
"33",160,149,0.506082725060827,0.0510948905109489
"34",281,351,0.248175182481752,0.824817518248175
"35",2,124,0.481751824817518,0.114355231143552
"36",342,191,0.175182481751825,0.951338199513382
"37",4,59,0.24330900243309,0.868613138686131
"38",86,332,0.333333333333333,0.75669099756691
"39",372,273,0.610705596107056,0.0072992700729927
"40",251,26,0.496350364963504,0.0827250608272506
"41",156,177,0.328467153284672,0.766423357664234
"42",179,163,0.245742092457421,0.834549878345499
"43",16,286,0.391727493917275,0.654501216545012
"44",400,271,0.343065693430657,0.754257907542579
"45",178,168,0.420924574209246,0.167883211678832
"46",393,126,0.37712895377129,0.693430656934307
"47",364,105,0.403892944038929,0.671532846715328
"48",263,276,0.367396593673966,0.656934306569343
