"","bootstrap_train","bootstrap_test","p_values","p0_values"
"1",291,285,0.525547445255474,0.0778588807785888
"2",180,115,0.355231143552311,0.861313868613139
"3",83,343,0.445255474452555,0.197080291970803
"4",315,260,0.260340632603406,0.970802919708029
"5",211,93,0.309002433090024,0.948905109489051
"6",19,164,0.45985401459854,0.167883211678832
"7",287,358,0.374695863746959,0.856447688564477
"8",266,360,0.564476885644769,0.0827250608272506
"9",18,147,0.454987834549878,0.172749391727494
"10",45,77,0.559610705596107,0.072992700729927
"11",161,87,0.644768856447689,0.0510948905109489
"12",111,349,0.72992700729927,0.0072992700729927
"13",263,395,0.4330900243309,0.175182481751825
"14",32,280,0.4330900243309,0.201946472019465
"15",114,325,0.440389294403893,0.187347931873479
"16",278,389,0.277372262773723,0.888077858880779
"17",343,49,0.644768856447689,0.0413625304136253
"18",150,376,0.318734793187348,0.878345498783455
"19",31,92,0.326034063260341,0.89294403892944
"20",70,293,0.403892944038929,0.815085158150852
"21",253,274,0.437956204379562,0.192214111922141
"22",80,378,0.506082725060827,0.102189781021898
"23",292,328,0.313868613138686,0.86374695863747
"24",346,69,0.255474452554745,1
"25",127,173,0.476885644768856,0.141119221411192
"26",267,111,0.661800486618005,0.0340632603406326
"27",237,356,0.352798053527981,0.817518248175182
"28",106,207,0.35036496350365,0.83698296836983
"29",133,340,0.265206812652068,0.978102189781022
"30",151,387,0.340632603406326,0.849148418491484
"31",147,242,0.384428223844282,0.800486618004866
"32",168,214,0.576642335766423,0.0681265206812652
"33",180,132,0.545012165450122,0.0802919708029197
"34",254,175,0.562043795620438,0.0656934306569343
"35",92,6,0.408759124087591,0.206812652068127
"36",258,198,0.330900243309002,0.89051094890511
"37",50,205,0.274939172749392,0.934306569343066
"38",288,210,0.447688564476886,0.13625304136253
"39",154,89,0.591240875912409,0.0705596107055961
"40",189,1,0.588807785888078,0.0608272506082725
"41",149,33,0.333333333333333,0.895377128953771
"42",343,201,0.75669099756691,0.0072992700729927
"43",115,346,0.464720194647202,0.13625304136253
"44",39,265,0.27007299270073,0.924574209245742
"45",23,280,0.4330900243309,0.201946472019465
"46",288,340,0.265206812652068,0.978102189781022
"47",392,35,0.265206812652068,0.968369829683698
"48",188,113,0.506082725060827,0.1338199513382
"49",293,173,0.476885644768856,0.141119221411192
"50",330,114,0.759124087591241,0.0048661800486618
"51",409,363,0.265206812652068,0.992700729927007
"52",314,28,0.321167883211679,0.875912408759124
"53",263,365,0.467153284671533,0.13625304136253
"54",123,398,0.581508515815085,0.0778588807785888
"55",148,165,0.357664233576642,0.81021897810219
"56",175,5,0.700729927007299,0.0194647201946472
"57",294,193,0.472019464720195,0.114355231143552
"58",216,120,0.583941605839416,0.0802919708029197
"59",210,260,0.260340632603406,0.970802919708029
"60",110,295,0.737226277372263,0.0072992700729927
"61",238,218,0.233576642335766,0.982968369829684
"62",269,175,0.562043795620438,0.0656934306569343
"63",81,53,0.442822384428224,0.182481751824818
"64",241,348,0.277372262773723,0.948905109489051
"65",53,21,0.267639902676399,0.909975669099757
"66",16,391,0.355231143552311,0.800486618004866
"67",298,250,0.469586374695864,0.141119221411192
"68",26,41,0.340632603406326,0.822384428223844
"69",56,117,0.253041362530414,0.953771289537713
"70",388,338,0.532846715328467,0.0754257907542579
"71",209,246,0.328467153284672,0.878345498783455
"72",409,286,0.214111922141119,1
"73",272,26,0.369829683698297,0.788321167883212
"74",31,121,0.579075425790754,0.0754257907542579
"75",397,134,0.464720194647202,0.148418491484185
"76",61,122,0.618004866180049,0.0559610705596107
"77",270,277,0.347931873479319,0.815085158150852
"78",393,319,0.236009732360097,0.978102189781022
"79",268,334,0.282238442822384,0.929440389294404
"80",393,229,0.481751824817518,0.126520681265207
"81",223,326,0.464720194647202,0.104622871046229
"82",8,238,0.420924574209246,0.763990267639903
"83",140,322,0.248175182481752,0.987834549878346
"84",193,30,0.467153284671533,0.206812652068127
"85",224,251,0.411192214111922,0.236009732360097
"86",8,351,0.51338199513382,0.0778588807785888
"87",1,303,0.537712895377129,0.072992700729927
"88",280,142,0.666666666666667,0.0194647201946472
"89",221,275,0.525547445255474,0.0924574209245742
"90",265,325,0.440389294403893,0.187347931873479
"91",284,58,0.265206812652068,0.958637469586375
"92",283,254,0.552311435523114,0.0875912408759124
"93",340,336,0.498783454987835,0.121654501216545
"94",312,96,0.333333333333333,0.858880778588808
"95",20,372,0.364963503649635,0.819951338199513
"96",121,87,0.644768856447689,0.0510948905109489
"97",29,359,0.688564476885645,0.0097323600973236
"98",331,164,0.45985401459854,0.167883211678832
"99",128,344,0.481751824817518,0.13625304136253
"100",275,24,0.45985401459854,0.165450121654501
"101",208,170,0.608272506082725,0.0656934306569343
"102",396,267,0.257907542579075,1
"103",260,146,0.739659367396594,0.0072992700729927
"104",4,96,0.333333333333333,0.858880778588808
"105",11,330,0.396593673965937,0.744525547445255
"106",354,49,0.644768856447689,0.0413625304136253
"107",5,274,0.437956204379562,0.192214111922141
"108",253,383,0.386861313868613,0.763990267639903
"109",345,320,0.445255474452555,0.180048661800487
"110",145,47,0.720194647201946,0.0048661800486618
"111",361,354,0.537712895377129,0.072992700729927
"112",30,250,0.469586374695864,0.141119221411192
"113",80,284,0.228710462287105,0.975669099756691
"114",47,47,0.720194647201946,0.0048661800486618
"115",34,156,0.600973236009732,0.0389294403892944
"116",133,234,0.343065693430657,0.839416058394161
"117",38,333,0.581508515815085,0.072992700729927
"118",324,402,0.586374695863747,0.0705596107055961
"119",183,281,0.240875912408759,0.961070559610706
"120",405,364,0.450121654501217,0.172749391727494
"121",257,341,0.739659367396594,0.0048661800486618
"122",8,145,0.27007299270073,0.927007299270073
