"","bootstrap_train","bootstrap_test","p_values","p0_values"
"1",218,309,0.184914841849148,1
"2",316,410,0.29683698296837,0.854014598540146
"3",265,166,0.630170316301703,0.0316301703163017
"4",355,51,0.265206812652068,0.888077858880779
"5",152,44,0.632603406326034,0.0316301703163017
"6",357,398,0.333333333333333,0.78345498783455
"7",71,71,0.18978102189781,0.953771289537713
"8",323,380,0.420924574209246,0.70316301703163
"9",72,207,0.625304136253041,0.0316301703163017
"10",10,156,0.491484184914842,0.131386861313869
"11",362,163,0.343065693430657,0.78345498783455
"12",147,325,0.194647201946472,0.958637469586375
"13",380,349,0.226277372262774,0.91970802919708
"14",107,273,0.272506082725061,0.878345498783455
"15",76,309,0.184914841849148,1
"16",109,148,0.418491484184915,0.673965936739659
"17",50,3,0.274939172749392,0.888077858880779
"18",258,261,0.632603406326034,0.0510948905109489
"19",24,397,0.211678832116788,0.956204379562044
"20",325,31,0.625304136253041,0.0097323600973236
"21",178,130,0.306569343065693,0.776155717761557
"22",70,53,0.506082725060827,0.184914841849148
"23",262,193,0.569343065693431,0.097323600973236
"24",133,176,0.630170316301703,0.0291970802919708
"25",60,34,0.515815085158151,0.124087591240876
"26",96,238,0.389294403892944,0.751824817518248
"27",271,229,0.289537712895377,0.844282238442822
"28",260,96,0.403892944038929,0.673965936739659
"29",39,217,0.360097323600973,0.768856447688564
"30",129,362,0.416058394160584,0.739659367396594
"31",277,134,0.418491484184915,0.671532846715328
"32",374,185,0.287104622871046,0.844282238442822
"33",113,215,0.635036496350365,0.0291970802919708
"34",186,165,0.369829683698297,0.739659367396594
"35",142,199,0.610705596107056,0.0632603406326034
"36",285,409,0.321167883211679,0.832116788321168
"37",281,265,0.464720194647202,0.148418491484185
"38",195,366,0.29683698296837,0.851581508515815
"39",164,82,0.639902676399027,0.024330900243309
"40",232,348,0.45985401459854,0.150851581508516
"41",408,345,0.309002433090024,0.822384428223844
"42",127,210,0.613138686131387,0.0437956204379562
"43",198,261,0.632603406326034,0.0510948905109489
"44",272,363,0.330900243309002,0.78345498783455
"45",90,12,0.345498783454988,0.771289537712895
"46",8,20,0.262773722627737,0.883211678832117
"47",40,352,0.321167883211679,0.832116788321168
"48",105,343,0.204379562043796,0.931873479318735
"49",168,116,0.328467153284672,0.854014598540146
"50",63,288,0.62287104622871,0.0462287104622871
"51",209,211,0.333333333333333,0.778588807785888
"52",335,178,0.527980535279805,0.102189781021898
"53",310,333,0.369829683698297,0.754257907542579
"54",159,7,0.469586374695864,0.145985401459854
"55",386,35,0.386861313868613,0.708029197080292
"56",255,149,0.399026763990268,0.75669099756691
"57",60,160,0.642335766423358,0.024330900243309
"58",98,368,0.282238442822384,0.858880778588808
"59",317,93,0.615571776155718,0.0608272506082725
"60",308,385,0.184914841849148,0.987834549878346
"61",223,131,0.326034063260341,0.785888077858881
"62",42,161,0.464720194647202,0.167883211678832
"63",11,367,0.537712895377129,0.121654501216545
"64",242,406,0.328467153284672,0.800486618004866
"65",6,146,0.530413625304136,0.097323600973236
