"","bootstrap_train","bootstrap_test","p_values","p0_values"
"1",31,68,0.24330900243309,0.91970802919708
"2",373,264,0.27007299270073,0.866180048661801
"3",312,89,0.698296836982968,0.0024330900243309
"4",338,294,0.5669099756691,0.097323600973236
"5",388,228,0.581508515815085,0.0681265206812652
"6",302,62,0.625304136253041,0.0364963503649635
"7",83,333,0.652068126520681,0.0316301703163017
"8",7,362,0.586374695863747,0.0802919708029197
"9",399,383,0.479318734793187,0.167883211678832
"10",108,111,0.506082725060827,0.124087591240876
"11",45,256,0.625304136253041,0.0291970802919708
"12",212,21,0.464720194647202,0.172749391727494
"13",298,119,0.221411192214112,0.941605839416058
"14",191,280,0.313868613138686,0.841849148418491
"15",5,19,0.184914841849148,1
"16",351,157,0.255474452554745,0.883211678832117
"17",99,107,0.506082725060827,0.1338199513382
"18",46,27,0.226277372262774,0.958637469586375
"19",43,171,0.596107055961071,0.0559610705596107
"20",278,354,0.62043795620438,0.0340632603406326
"21",221,300,0.605839416058394,0.0632603406326034
"22",157,403,0.362530413625304,0.785888077858881
"23",69,109,0.221411192214112,0.985401459854015
"24",246,38,0.688564476885645,0.0024330900243309
"25",155,128,0.226277372262774,0.961070559610706
"26",203,371,0.201946472019465,0.929440389294404
"27",204,317,0.199513381995134,1
"28",363,230,0.321167883211679,0.822384428223844
"29",333,396,0.418491484184915,0.720194647201946
"30",72,64,0.306569343065693,0.846715328467153
"31",312,365,0.45985401459854,0.204379562043796
"32",307,384,0.437956204379562,0.720194647201946
"33",282,269,0.671532846715328,0.0340632603406326
"34",38,23,0.214111922141119,0.980535279805353
"35",290,9,0.255474452554745,0.883211678832117
"36",51,191,0.671532846715328,0.024330900243309
"37",317,22,0.245742092457421,0.897810218978102
"38",176,401,0.518248175182482,0.150851581508516
"39",4,349,0.408759124087591,0.72992700729927
"40",346,7,0.598540145985402,0.072992700729927
"41",376,249,0.669099756690998,0.0316301703163017
"42",204,149,0.647201946472019,0.0437956204379562
"43",113,331,0.62043795620438,0.0364963503649635
"44",316,318,0.435523114355231,0.712895377128954
"45",306,165,0.559610705596107,0.102189781021898
"46",181,191,0.671532846715328,0.024330900243309
"47",180,409,0.669099756690998,0.0340632603406326
